Indicator,Group,State,Subgroup,Time Period Label,Value
"Received Counseling or Therapy, Last 4 Weeks",By State,Minnesota,Minnesota,Mar 3 - Mar 15,11.3
"Received Counseling or Therapy, Last 4 Weeks",By State,Mississippi,Mississippi,Mar 3 - Mar 15,4.1
"Received Counseling or Therapy, Last 4 Weeks",By State,Missouri,Missouri,Mar 3 - Mar 15,8.9
"Received Counseling or Therapy, Last 4 Weeks",By State,Montana,Montana,Mar 3 - Mar 15,12.2
"Received Counseling or Therapy, Last 4 Weeks",By State,Nebraska,Nebraska,Mar 3 - Mar 15,10.3
"Received Counseling or Therapy, Last 4 Weeks",By State,Nevada,Nevada,Mar 3 - Mar 15,8.9
"Received Counseling or Therapy, Last 4 Weeks",By State,New Hampshire,New Hampshire,Mar 3 - Mar 15,12.6
"Received Counseling or Therapy, Last 4 Weeks",By State,New Jersey,New Jersey,Mar 3 - Mar 15,11.2
"Received Counseling or Therapy, Last 4 Weeks",By State,New Mexico,New Mexico,Mar 3 - Mar 15,11
"Received Counseling or Therapy, Last 4 Weeks",By State,New York,New York,Mar 3 - Mar 15,12.7
"Received Counseling or Therapy, Last 4 Weeks",By State,North Carolina,North Carolina,Mar 3 - Mar 15,10.4
"Received Counseling or Therapy, Last 4 Weeks",By State,North Dakota,North Dakota,Mar 3 - Mar 15,8.7
"Received Counseling or Therapy, Last 4 Weeks",By State,Ohio,Ohio,Mar 3 - Mar 15,9.2
"Received Counseling or Therapy, Last 4 Weeks",By State,Oklahoma,Oklahoma,Mar 3 - Mar 15,7.5
"Received Counseling or Therapy, Last 4 Weeks",By State,Oregon,Oregon,Mar 3 - Mar 15,13.7
"Received Counseling or Therapy, Last 4 Weeks",By State,Pennsylvania,Pennsylvania,Mar 3 - Mar 15,13.1
"Received Counseling or Therapy, Last 4 Weeks",By State,Rhode Island,Rhode Island,Mar 3 - Mar 15,14.5
"Received Counseling or Therapy, Last 4 Weeks",By State,South Carolina,South Carolina,Mar 3 - Mar 15,7
"Received Counseling or Therapy, Last 4 Weeks",By State,South Dakota,South Dakota,Mar 3 - Mar 15,5.9
"Received Counseling or Therapy, Last 4 Weeks",By State,Tennessee,Tennessee,Mar 3 - Mar 15,8.6
"Received Counseling or Therapy, Last 4 Weeks",By State,Texas,Texas,Mar 3 - Mar 15,7.9
"Received Counseling or Therapy, Last 4 Weeks",By State,Utah,Utah,Mar 3 - Mar 15,10.2
"Received Counseling or Therapy, Last 4 Weeks",By State,Vermont,Vermont,Mar 3 - Mar 15,13.8
"Received Counseling or Therapy, Last 4 Weeks",By State,Virginia,Virginia,Mar 3 - Mar 15,11.4
"Received Counseling or Therapy, Last 4 Weeks",By State,Washington,Washington,Mar 3 - Mar 15,12.3
"Received Counseling or Therapy, Last 4 Weeks",By State,West Virginia,West Virginia,Mar 3 - Mar 15,10.2
"Received Counseling or Therapy, Last 4 Weeks",By State,Wisconsin,Wisconsin,Mar 3 - Mar 15,8.3
"Received Counseling or Therapy, Last 4 Weeks",By State,Wyoming,Wyoming,Mar 3 - Mar 15,10.5
"Took Prescription Medication for Mental Health And/Or Received Counseling or Therapy, Last 4 Weeks",National Estimate,United States,United States,Mar 3 - Mar 15,24.7
"Took Prescription Medication for Mental Health And/Or Received Counseling or Therapy, Last 4 Weeks",By Age,United States,18 - 29 years,Mar 3 - Mar 15,28.5
"Took Prescription Medication for Mental Health And/Or Received Counseling or Therapy, Last 4 Weeks",By Age,United States,30 - 39 years,Mar 3 - Mar 15,28.3
"Took Prescription Medication for Mental Health And/Or Received Counseling or Therapy, Last 4 Weeks",By Age,United States,40 - 49 years,Mar 3 - Mar 15,25.2
"Took Prescription Medication for Mental Health And/Or Received Counseling or Therapy, Last 4 Weeks",By Age,United States,50 - 59 years,Mar 3 - Mar 15,24.2
"Took Prescription Medication for Mental Health And/Or Received Counseling or Therapy, Last 4 Weeks",By Age,United States,60 - 69 years,Mar 3 - Mar 15,21.9
"Took Prescription Medication for Mental Health And/Or Received Counseling or Therapy, Last 4 Weeks",By Age,United States,70 - 79 years,Mar 3 - Mar 15,17.8
"Took Prescription Medication for Mental Health And/Or Received Counseling or Therapy, Last 4 Weeks",By Age,United States,80 years and above,Mar 3 - Mar 15,17.9
"Took Prescription Medication for Mental Health And/Or Received Counseling or Therapy, Last 4 Weeks",By Sex,United States,Male,Mar 3 - Mar 15,18.6
"Took Prescription Medication for Mental Health And/Or Received Counseling or Therapy, Last 4 Weeks",By Sex,United States,Female,Mar 3 - Mar 15,30.5
"Took Prescription Medication for Mental Health And/Or Received Counseling or Therapy, Last 4 Weeks",By Presence of Symptoms of Anxiety/Depression,United States,Did not experience symptoms of anxiety/depression in the past 4 weeks,Mar 3 - Mar 15,15.3
"Took Prescription Medication for Mental Health And/Or Received Counseling or Therapy, Last 4 Weeks",By Presence of Symptoms of Anxiety/Depression,United States,Experienced symptoms of anxiety/depression in past 4 weeks,Mar 3 - Mar 15,41
"Took Prescription Medication for Mental Health And/Or Received Counseling or Therapy, Last 4 Weeks",By Race/Hispanic ethnicity,United States,Hispanic or Latino,Mar 3 - Mar 15,20.1
"Took Prescription Medication for Mental Health And/Or Received Counseling or Therapy, Last 4 Weeks",By Race/Hispanic ethnicity,United States,"Non-Hispanic white, single race",Mar 3 - Mar 15,27.7
"Took Prescription Medication for Mental Health And/Or Received Counseling or Therapy, Last 4 Weeks",By Race/Hispanic ethnicity,United States,"Non-Hispanic black, single race",Mar 3 - Mar 15,18.3
"Took Prescription Medication for Mental Health And/Or Received Counseling or Therapy, Last 4 Weeks",By Race/Hispanic ethnicity,United States,"Non-Hispanic Asian, single race",Mar 3 - Mar 15,11
"Took Prescription Medication for Mental Health And/Or Received Counseling or Therapy, Last 4 Weeks",By Race/Hispanic ethnicity,United States,"Non-Hispanic, other races and multiple races",Mar 3 - Mar 15,28.4
"Took Prescription Medication for Mental Health And/Or Received Counseling or Therapy, Last 4 Weeks",By Education,United States,Less than a high school diploma,Mar 3 - Mar 15,22.4
"Took Prescription Medication for Mental Health And/Or Received Counseling or Therapy, Last 4 Weeks",By Education,United States,High school diploma or GED,Mar 3 - Mar 15,20.9
"Took Prescription Medication for Mental Health And/Or Received Counseling or Therapy, Last 4 Weeks",By Education,United States,Some college/Associate's degree,Mar 3 - Mar 15,27.4
"Took Prescription Medication for Mental Health And/Or Received Counseling or Therapy, Last 4 Weeks",By Education,United States,Bachelor's degree or higher,Mar 3 - Mar 15,26.2
"Took Prescription Medication for Mental Health And/Or Received Counseling or Therapy, Last 4 Weeks",By State,Alabama,Alabama,Mar 3 - Mar 15,25
"Took Prescription Medication for Mental Health And/Or Received Counseling or Therapy, Last 4 Weeks",By State,Alaska,Alaska,Mar 3 - Mar 15,23.2
"Took Prescription Medication for Mental Health And/Or Received Counseling or Therapy, Last 4 Weeks",By State,Arizona,Arizona,Mar 3 - Mar 15,25.8
"Took Prescription Medication for Mental Health And/Or Received Counseling or Therapy, Last 4 Weeks",By State,Arkansas,Arkansas,Mar 3 - Mar 15,31.9
"Took Prescription Medication for Mental Health And/Or Received Counseling or Therapy, Last 4 Weeks",By State,California,California,Mar 3 - Mar 15,21.8
"Took Prescription Medication for Mental Health And/Or Received Counseling or Therapy, Last 4 Weeks",By State,Colorado,Colorado,Mar 3 - Mar 15,32
"Took Prescription Medication for Mental Health And/Or Received Counseling or Therapy, Last 4 Weeks",By State,Connecticut,Connecticut,Mar 3 - Mar 15,26.8
"Took Prescription Medication for Mental Health And/Or Received Counseling or Therapy, Last 4 Weeks",By State,Delaware,Delaware,Mar 3 - Mar 15,19.9
"Took Prescription Medication for Mental Health And/Or Received Counseling or Therapy, Last 4 Weeks",By State,District of Columbia,District of Columbia,Mar 3 - Mar 15,28.8
"Took Prescription Medication for Mental Health And/Or Received Counseling or Therapy, Last 4 Weeks",By State,Florida,Florida,Mar 3 - Mar 15,22.5
"Took Prescription Medication for Mental Health And/Or Received Counseling or Therapy, Last 4 Weeks",By State,Georgia,Georgia,Mar 3 - Mar 15,20.5
"Took Prescription Medication for Mental Health And/Or Received Counseling or Therapy, Last 4 Weeks",By State,Hawaii,Hawaii,Mar 3 - Mar 15,14.2
"Took Prescription Medication for Mental Health And/Or Received Counseling or Therapy, Last 4 Weeks",By State,Idaho,Idaho,Mar 3 - Mar 15,26.1
"Took Prescription Medication for Mental Health And/Or Received Counseling or Therapy, Last 4 Weeks",By State,Illinois,Illinois,Mar 3 - Mar 15,23.4
"Took Prescription Medication for Mental Health And/Or Received Counseling or Therapy, Last 4 Weeks",By State,Indiana,Indiana,Mar 3 - Mar 15,25.7
"Took Prescription Medication for Mental Health And/Or Received Counseling or Therapy, Last 4 Weeks",By State,Iowa,Iowa,Mar 3 - Mar 15,27
"Took Prescription Medication for Mental Health And/Or Received Counseling or Therapy, Last 4 Weeks",By State,Kansas,Kansas,Mar 3 - Mar 15,25.8
"Took Prescription Medication for Mental Health And/Or Received Counseling or Therapy, Last 4 Weeks",By State,Kentucky,Kentucky,Mar 3 - Mar 15,28.6
"Took Prescription Medication for Mental Health And/Or Received Counseling or Therapy, Last 4 Weeks",By State,Louisiana,Louisiana,Mar 3 - Mar 15,31.1
"Took Prescription Medication for Mental Health And/Or Received Counseling or Therapy, Last 4 Weeks",By State,Maine,Maine,Mar 3 - Mar 15,29.9
"Took Prescription Medication for Mental Health And/Or Received Counseling or Therapy, Last 4 Weeks",By State,Maryland,Maryland,Mar 3 - Mar 15,25.1
"Took Prescription Medication for Mental Health And/Or Received Counseling or Therapy, Last 4 Weeks",By State,Massachusetts,Massachusetts,Mar 3 - Mar 15,31.3
"Took Prescription Medication for Mental Health And/Or Received Counseling or Therapy, Last 4 Weeks",By State,Michigan,Michigan,Mar 3 - Mar 15,25
"Took Prescription Medication for Mental Health And/Or Received Counseling or Therapy, Last 4 Weeks",By State,Minnesota,Minnesota,Mar 3 - Mar 15,27
"Took Prescription Medication for Mental Health And/Or Received Counseling or Therapy, Last 4 Weeks",By State,Mississippi,Mississippi,Mar 3 - Mar 15,19.9
"Took Prescription Medication for Mental Health And/Or Received Counseling or Therapy, Last 4 Weeks",By State,Missouri,Missouri,Mar 3 - Mar 15,26.4
"Took Prescription Medication for Mental Health And/Or Received Counseling or Therapy, Last 4 Weeks",By State,Montana,Montana,Mar 3 - Mar 15,27.5
"Took Prescription Medication for Mental Health And/Or Received Counseling or Therapy, Last 4 Weeks",By State,Nebraska,Nebraska,Mar 3 - Mar 15,25.7
"Took Prescription Medication for Mental Health And/Or Received Counseling or Therapy, Last 4 Weeks",By State,Nevada,Nevada,Mar 3 - Mar 15,20.2
"Took Prescription Medication for Mental Health And/Or Received Counseling or Therapy, Last 4 Weeks",By State,New Hampshire,New Hampshire,Mar 3 - Mar 15,24.1
"Took Prescription Medication for Mental Health And/Or Received Counseling or Therapy, Last 4 Weeks",By State,New Jersey,New Jersey,Mar 3 - Mar 15,23.1
"Took Prescription Medication for Mental Health And/Or Received Counseling or Therapy, Last 4 Weeks",By State,New Mexico,New Mexico,Mar 3 - Mar 15,20.1
"Took Prescription Medication for Mental Health And/Or Received Counseling or Therapy, Last 4 Weeks",By State,New York,New York,Mar 3 - Mar 15,25.1
"Took Prescription Medication for Mental Health And/Or Received Counseling or Therapy, Last 4 Weeks",By State,North Carolina,North Carolina,Mar 3 - Mar 15,26.7
"Took Prescription Medication for Mental Health And/Or Received Counseling or Therapy, Last 4 Weeks",By State,North Dakota,North Dakota,Mar 3 - Mar 15,26.4
"Took Prescription Medication for Mental Health And/Or Received Counseling or Therapy, Last 4 Weeks",By State,Ohio,Ohio,Mar 3 - Mar 15,27.9
"Took Prescription Medication for Mental Health And/Or Received Counseling or Therapy, Last 4 Weeks",By State,Oklahoma,Oklahoma,Mar 3 - Mar 15,23.8
"Took Prescription Medication for Mental Health And/Or Received Counseling or Therapy, Last 4 Weeks",By State,Oregon,Oregon,Mar 3 - Mar 15,30.8
"Took Prescription Medication for Mental Health And/Or Received Counseling or Therapy, Last 4 Weeks",By State,Pennsylvania,Pennsylvania,Mar 3 - Mar 15,28.5
"Took Prescription Medication for Mental Health And/Or Received Counseling or Therapy, Last 4 Weeks",By State,Rhode Island,Rhode Island,Mar 3 - Mar 15,30.9
"Took Prescription Medication for Mental Health And/Or Received Counseling or Therapy, Last 4 Weeks",By State,South Carolina,South Carolina,Mar 3 - Mar 15,26
"Took Prescription Medication for Mental Health And/Or Received Counseling or Therapy, Last 4 Weeks",By State,South Dakota,South Dakota,Mar 3 - Mar 15,22.2
"Took Prescription Medication for Mental Health And/Or Received Counseling or Therapy, Last 4 Weeks",By State,Tennessee,Tennessee,Mar 3 - Mar 15,25.9
"Took Prescription Medication for Mental Health And/Or Received Counseling or Therapy, Last 4 Weeks",By State,Texas,Texas,Mar 3 - Mar 15,20.4
"Took Prescription Medication for Mental Health And/Or Received Counseling or Therapy, Last 4 Weeks",By State,Utah,Utah,Mar 3 - Mar 15,28.4
"Took Prescription Medication for Mental Health And/Or Received Counseling or Therapy, Last 4 Weeks",By State,Vermont,Vermont,Mar 3 - Mar 15,29.1
"Took Prescription Medication for Mental Health And/Or Received Counseling or Therapy, Last 4 Weeks",By State,Virginia,Virginia,Mar 3 - Mar 15,23.7
"Took Prescription Medication for Mental Health And/Or Received Counseling or Therapy, Last 4 Weeks",By State,Washington,Washington,Mar 3 - Mar 15,26.9
"Took Prescription Medication for Mental Health And/Or Received Counseling or Therapy, Last 4 Weeks",By State,West Virginia,West Virginia,Mar 3 - Mar 15,29.2
"Took Prescription Medication for Mental Health And/Or Received Counseling or Therapy, Last 4 Weeks",By State,Wisconsin,Wisconsin,Mar 3 - Mar 15,23.6
"Took Prescription Medication for Mental Health And/Or Received Counseling or Therapy, Last 4 Weeks",By State,Wyoming,Wyoming,Mar 3 - Mar 15,29.3
"Needed Counseling or Therapy But Did Not Get It, Last 4 Weeks",National Estimate,United States,United States,Mar 3 - Mar 15,11.7
"Needed Counseling or Therapy But Did Not Get It, Last 4 Weeks",By Age,United States,18 - 29 years,Mar 3 - Mar 15,20.9
"Needed Counseling or Therapy But Did Not Get It, Last 4 Weeks",By Age,United States,30 - 39 years,Mar 3 - Mar 15,16.4
"Needed Counseling or Therapy But Did Not Get It, Last 4 Weeks",By Age,United States,40 - 49 years,Mar 3 - Mar 15,12.1
"Needed Counseling or Therapy But Did Not Get It, Last 4 Weeks",By Age,United States,50 - 59 years,Mar 3 - Mar 15,9.3
"Needed Counseling or Therapy But Did Not Get It, Last 4 Weeks",By Age,United States,60 - 69 years,Mar 3 - Mar 15,5.6
"Needed Counseling or Therapy But Did Not Get It, Last 4 Weeks",By Age,United States,70 - 79 years,Mar 3 - Mar 15,3.1
"Needed Counseling or Therapy But Did Not Get It, Last 4 Weeks",By Age,United States,80 years and above,Mar 3 - Mar 15,6.2
"Needed Counseling or Therapy But Did Not Get It, Last 4 Weeks",By Sex,United States,Male,Mar 3 - Mar 15,9.1
"Needed Counseling or Therapy But Did Not Get It, Last 4 Weeks",By Sex,United States,Female,Mar 3 - Mar 15,14.2
"Needed Counseling or Therapy But Did Not Get It, Last 4 Weeks",By Presence of Symptoms of Anxiety/Depression,United States,Did not experience symptoms of anxiety/depression in the past 4 weeks,Mar 3 - Mar 15,3.4
"Needed Counseling or Therapy But Did Not Get It, Last 4 Weeks",By Presence of Symptoms of Anxiety/Depression,United States,Experienced symptoms of anxiety/depression in past 4 weeks,Mar 3 - Mar 15,26.1
"Needed Counseling or Therapy But Did Not Get It, Last 4 Weeks",By Race/Hispanic ethnicity,United States,Hispanic or Latino,Mar 3 - Mar 15,12
"Needed Counseling or Therapy But Did Not Get It, Last 4 Weeks",By Race/Hispanic ethnicity,United States,"Non-Hispanic white, single race",Mar 3 - Mar 15,11.7
"Needed Counseling or Therapy But Did Not Get It, Last 4 Weeks",By Race/Hispanic ethnicity,United States,"Non-Hispanic black, single race",Mar 3 - Mar 15,11.4
"Needed Counseling or Therapy But Did Not Get It, Last 4 Weeks",By Race/Hispanic ethnicity,United States,"Non-Hispanic Asian, single race",Mar 3 - Mar 15,7.6
"Needed Counseling or Therapy But Did Not Get It, Last 4 Weeks",By Race/Hispanic ethnicity,United States,"Non-Hispanic, other races and multiple races",Mar 3 - Mar 15,17.7
"Needed Counseling or Therapy But Did Not Get It, Last 4 Weeks",By Education,United States,Less than a high school diploma,Mar 3 - Mar 15,12
"Needed Counseling or Therapy But Did Not Get It, Last 4 Weeks",By Education,United States,High school diploma or GED,Mar 3 - Mar 15,9.2
"Needed Counseling or Therapy But Did Not Get It, Last 4 Weeks",By Education,United States,Some college/Associate's degree,Mar 3 - Mar 15,14
"Needed Counseling or Therapy But Did Not Get It, Last 4 Weeks",By Education,United States,Bachelor's degree or higher,Mar 3 - Mar 15,11.8
"Needed Counseling or Therapy But Did Not Get It, Last 4 Weeks",By State,Alabama,Alabama,Mar 3 - Mar 15,12.5
"Needed Counseling or Therapy But Did Not Get It, Last 4 Weeks",By State,Alaska,Alaska,Mar 3 - Mar 15,10.7
"Needed Counseling or Therapy But Did Not Get It, Last 4 Weeks",By State,Arizona,Arizona,Mar 3 - Mar 15,14.7
"Needed Counseling or Therapy But Did Not Get It, Last 4 Weeks",By State,Arkansas,Arkansas,Mar 3 - Mar 15,13.3
"Needed Counseling or Therapy But Did Not Get It, Last 4 Weeks",By State,California,California,Mar 3 - Mar 15,12.4
"Needed Counseling or Therapy But Did Not Get It, Last 4 Weeks",By State,Colorado,Colorado,Mar 3 - Mar 15,16.9
"Needed Counseling or Therapy But Did Not Get It, Last 4 Weeks",By State,Connecticut,Connecticut,Mar 3 - Mar 15,9.1
